,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Female maturity (days),Male maturity (days),Gestation/Incubation (days),Weaning (days),Litter/Clutch size,Litters/Clutches per year,Inter-litter/Interbirth interval,Birth weight (g),Weaning weight (g),Adult weight (g),Growth rate (1/days),Maximum longevity (yrs),Specimen origin,Sample size,Data quality,IMR (per yr),MRDT (yrs),Metabolic rate (W),Body mass (g),Temperature (K),Class_cleaned,Order_transformed
661,Animalia,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,coerulescens,Scrub jay,365.0,365.0,17.0,,4.0,1.0,,4.2,,78.7,0.335,15.0,wild,medium,acceptable,,,,,,Birds,Passeriformes
662,Animalia,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,insularis,Island scrub jay,365.0,365.0,18.0,,4.0,1.0,,,,114.0,,15.3,wild,medium,acceptable,,,,,,Birds,Passeriformes
663,Animalia,Chordata,Aves,Passeriformes,Corvidae,Aphelocoma,ultramarina,Mexican jay,,,18.0,,4.0,1.0,,6.0,,130.0,,25.0,captivity,medium,acceptable,,,,,,Birds,Passeriformes
664,Animalia,Chordata,Aves,Passeriformes,Corvidae,Coloeus,monedula,Eurasian crow and Eurasian jackdaw,730.0,730.0,,,,,,,,246.0,0.26899999999999996,20.3,wild,medium,acceptable,,,,,,Birds,Passeriformes
665,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,brachyrhynchos,American crow,730.0,730.0,18.0,,5.0,1.0,,15.6,,384.8,0.172,20.0,unknown,medium,acceptable,,,,,,Birds,Passeriformes
666,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,caurinus,Northwestern crow,730.0,730.0,18.0,,4.0,1.0,,13.5,,294.0,0.298,16.7,wild,small,acceptable,,,,,,Birds,Passeriformes
667,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,corax,Common raven,1095.0,1095.0,19.0,,5.0,1.0,,25.0,,1041.2,,69.0,captivity,medium,acceptable,,,5.5656,1203.0,,Birds,Passeriformes
669,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,corone,Carrion crow,1095.0,1095.0,,,,,,,,472.7,0.282,19.2,wild,medium,acceptable,,,3.3531,518.0,,Birds,Passeriformes
671,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,cryptoleucus,Chihuahuan raven,,,21.0,,5.0,1.0,,14.4,,534.0,0.252,21.8,wild,small,acceptable,,,3.86705,640.0,,Birds,Passeriformes
672,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,frugilegus,Rook,730.0,730.0,,,,,,,,453.5,,22.9,wild,medium,acceptable,,,2.6433,390.0,,Birds,Passeriformes
673,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,hawaiiensis,Hawaiian crow,730.0,1460.0,20.0,,3.0,1.0,,,,520.0,,25.0,wild,medium,acceptable,,,,,,Birds,Passeriformes
674,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,ossifragus,Fish crow,730.0,730.0,17.0,,4.0,1.0,,,,418.0,,14.5,wild,small,acceptable,,,,,,Birds,Passeriformes
675,Animalia,Chordata,Aves,Passeriformes,Corvidae,Cyanocitta,cristata,Blue jay,365.0,365.0,17.0,,4.0,1.0,,5.5,,80.8,,26.2,captivity,small,acceptable,,,,,,Birds,Passeriformes
676,Animalia,Chordata,Aves,Passeriformes,Corvidae,Cyanocitta,stelleri,Steller's jay,365.0,365.0,16.0,,4.0,1.0,,,,99.1,,16.1,wild,medium,acceptable,,,,,,Birds,Passeriformes
679,Animalia,Chordata,Aves,Passeriformes,Corvidae,Garrulus,glandarius,Eurasian jay,365.0,365.0,,,,,,,,159.7,,17.9,wild,medium,acceptable,,,1.3999700000000002,153.0,,Birds,Passeriformes
680,Animalia,Chordata,Aves,Passeriformes,Corvidae,Gymnorhinus,cyanocephalus,Pinyon jay,365.0,365.0,17.0,,4.0,1.0,,6.26,,105.0,0.303,14.6,wild,medium,acceptable,,,,,,Birds,Passeriformes
681,Animalia,Chordata,Aves,Passeriformes,Corvidae,Nucifraga,caryocatactes,Spotted nutcracker,365.0,365.0,,,,,,,,183.0,0.28,16.2,wild,medium,acceptable,,,1.3459999999999999,147.0,,Birds,Passeriformes
682,Animalia,Chordata,Aves,Passeriformes,Corvidae,Nucifraga,columbiana,Clark's nutcracker,365.0,365.0,18.0,,2.5,1.0,,7.1,,130.0,,17.4,wild,small,acceptable,,,,,,Birds,Passeriformes
683,Animalia,Chordata,Aves,Passeriformes,Corvidae,Perisoreus,canadensis,Gray jay,365.0,365.0,17.0,,3.0,1.0,,5.7,,70.3,,19.2,wild,small,acceptable,,,,,,Birds,Passeriformes
685,Animalia,Chordata,Aves,Passeriformes,Corvidae,Pica,hudsonia,Black-billed magpie,365.0,730.0,18.0,,6.5,1.0,,,,177.0,,20.0,captivity,medium,acceptable,,,1.196,158.9,,Birds,Passeriformes
687,Animalia,Chordata,Aves,Passeriformes,Corvidae,Pica,pica,Eurasian magpie,730.0,730.0,21.0,,,,,,,178.0,0.293,21.7,wild,medium,acceptable,,,,,,Birds,Passeriformes
688,Animalia,Chordata,Aves,Passeriformes,Corvidae,Pyrrhocorax,graculus,Alpine chough,1095.0,1095.0,,,,,,,,211.5,,24.4,wild,medium,acceptable,,,,,,Birds,Passeriformes
689,Animalia,Chordata,Aves,Passeriformes,Corvidae,Pyrrhocorax,pyrrhocorax,Red-billed chough,730.0,730.0,,,,,,,,277.8,0.275,20.3,captivity,medium,acceptable,,,,,,Birds,Passeriformes
691,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Aimophila,ruficeps,Rufous-crowned sparrow,365.0,365.0,12.0,,3.0,2.0,,,,18.8,,5.1,wild,medium,acceptable,,,,,,Birds,Passeriformes
693,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Ammodramus,caudacutus,Saltmarsh sharp-tailed sparrow,365.0,365.0,11.0,,4.0,,,1.63,,16.5,0.56,10.0,wild,medium,acceptable,,,,,,Birds,Passeriformes
696,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Ammodramus,maritimus,Seaside sparrow,365.0,365.0,12.0,,4.0,2.0,,,,20.0,0.544,9.0,wild,medium,acceptable,,,,,,Birds,Passeriformes
698,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Ammodramus,savannarum,Grasshopper sparrow,365.0,365.0,11.0,,4.0,2.0,,2.0,,17.6,,9.1,wild,medium,acceptable,0.4,,0.1796,13.8,,Birds,Passeriformes
699,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Amphispiza,bilineata,Black-throated sparrow,,,12.0,,3.0,2.0,,1.7,,13.5,,6.0,wild,medium,acceptable,,,0.1988,11.6,,Birds,Passeriformes
702,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Calamospiza,melanocorys,Lark bunting,365.0,365.0,12.0,,5.0,1.0,,3.28,,32.6,,4.8,wild,medium,acceptable,,,,,,Birds,Passeriformes
703,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Chondestes,grammacus,Lark sparrow,,,12.0,,4.0,1.5,,2.2,,27.1,,7.8,wild,small,acceptable,,,,,,Birds,Passeriformes
705,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,calandra,Corn bunting,365.0,365.0,,,,,,,,48.8,,10.6,wild,medium,acceptable,,,,,,Birds,Passeriformes
706,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,cirlus,Cirl bunting,365.0,365.0,,,,,,,,25.6,,6.1,wild,medium,acceptable,,,,,,Birds,Passeriformes
707,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,citrinella,Yellowhammer,365.0,365.0,,,,,,,,29.7,,13.2,wild,medium,acceptable,,,0.436,26.8,,Birds,Passeriformes
708,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,hortulana,Ortolan bunting,,,,,,,,,,19.9,,6.8,wild,medium,acceptable,,,0.40700000000000003,27.0,,Birds,Passeriformes
710,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,schoeniclus,Reed bunting,365.0,365.0,,,,,,,,18.4,,12.2,wild,medium,acceptable,,,0.3,17.6,,Birds,Passeriformes
711,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Junco,hyemalis,Dark-eyed junco,365.0,365.0,11.0,,4.0,1.5,,2.3,,19.0,,11.3,wild,large,acceptable,,,0.2959,18.0,,Birds,Passeriformes
712,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Junco,phaeonotus,Yellow-eyed junco,365.0,365.0,13.0,,2.0,1.5,,2.42,,20.0,,6.6,wild,small,acceptable,,,,,,Birds,Passeriformes
713,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Melospiza,georgiana,Swamp sparrow,365.0,365.0,13.0,,4.0,1.5,,1.46,,16.1,,7.8,wild,medium,acceptable,,,0.21100000000000002,14.9,,Birds,Passeriformes
714,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Melospiza,lincolnii,Lincoln's sparrow,365.0,365.0,11.0,,4.0,1.0,,1.69,,17.35,,7.6,wild,medium,acceptable,,,,,,Birds,Passeriformes
715,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Melospiza,melodia,Song sparrow,365.0,365.0,12.0,,4.0,2.5,,1.5,,22.7,,11.3,wild,medium,acceptable,,,0.25,19.1,,Birds,Passeriformes
716,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Melozone,aberti,Abert's towhee,365.0,365.0,14.0,,3.0,1.5,,3.63,,46.0,0.47600000000000003,8.6,wild,medium,acceptable,,,0.73425,46.6,,Birds,Passeriformes
717,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Melozone,crissalis,California towhee,,,13.0,,,2.0,,,,47.0,,12.8,wild,medium,acceptable,,,,,,Birds,Passeriformes
718,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Melozone,fusca,Canyon towhee,365.0,365.0,11.0,,3.0,2.5,,,,44.4,,12.8,wild,small,acceptable,,,0.670615,43.7,,Birds,Passeriformes
719,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Passerculus,sandwichensis,Savannah sparrow,365.0,365.0,12.0,,4.0,1.0,,1.7,,20.2,,18.0,captivity,medium,acceptable,,,0.221,15.9,,Birds,Passeriformes
720,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Passerella,iliaca,Fox sparrow,,,13.0,,4.0,1.0,,2.7,,35.5,,10.3,wild,medium,acceptable,,,,,,Birds,Passeriformes
721,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Peucaea,aestivalis,Bachman's sparrow,365.0,365.0,13.0,,4.0,2.0,,1.91,,19.6,,3.9,wild,medium,acceptable,,,,,,Birds,Passeriformes
722,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Pipilo,chlorurus,Green-tailed towhee,365.0,365.0,12.0,,4.0,,,3.8,,28.88,,7.7,wild,small,acceptable,,,,,,Birds,Passeriformes
723,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Pipilo,erythrophthalmus,Eastern towhee,365.0,365.0,12.0,,4.0,,,3.1,,39.4,0.488,12.3,wild,medium,acceptable,,,,,,Birds,Passeriformes
724,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Pipilo,maculatus,Spotted towhee,730.0,730.0,,,,,,,,40.4,,11.0,wild,medium,acceptable,,,,,,Birds,Passeriformes
725,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Pooecetes,gramineus,Vesper sparrow,365.0,365.0,12.0,,4.0,2.0,,2.0,,25.7,0.624,7.9,wild,medium,acceptable,,,0.27412,21.5,,Birds,Passeriformes
726,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Spizella,breweri,Brewer's sparrow,365.0,365.0,11.0,,3.0,1.0,,1.32,,11.0,0.545,6.2,wild,medium,acceptable,,,,,,Birds,Passeriformes
727,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Spizella,pallida,Clay-colored sparrow,335.0,335.0,12.0,,4.0,1.0,,1.2,,11.45,,6.9,wild,small,acceptable,,,,,,Birds,Passeriformes
728,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Spizella,passerina,Chipping sparrow,365.0,365.0,12.0,,4.0,2.0,,1.3,,12.2,0.544,11.8,wild,large,acceptable,,,0.1945,11.9,,Birds,Passeriformes
729,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Spizella,pusilla,Field sparrow,365.0,365.0,12.0,,4.0,,,,,12.5,0.621,10.3,wild,medium,acceptable,,,,,,Birds,Passeriformes
730,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Spizelloides,arborea,American tree sparrow,365.0,365.0,12.0,,4.0,1.0,,1.6,,16.6,,10.8,wild,large,acceptable,,,,,,Birds,Passeriformes
731,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Zonotrichia,albicollis,White-throated sparrow,365.0,365.0,13.0,,4.0,1.5,,2.8,,21.1,0.627,14.9,wild,medium,acceptable,,,0.278,20.2,,Birds,Passeriformes
732,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Zonotrichia,atricapilla,Golden-crowned sparrow,365.0,365.0,12.0,,4.0,1.5,,3.1,,31.55,0.632,10.5,wild,large,acceptable,,,,,,Birds,Passeriformes
733,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Zonotrichia,leucophrys,White-crowned sparrow,365.0,365.0,12.0,,4.0,1.5,,2.7,,25.82,0.512,13.3,wild,large,acceptable,,,0.336,26.1,,Birds,Passeriformes
734,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Zonotrichia,querula,Harris's sparrow,365.0,365.0,13.0,,4.0,1.0,,3.1,,33.1,,11.7,wild,medium,acceptable,,,0.4552,33.3,,Birds,Passeriformes
735,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Erythrura,gouldiae,Gouldian finch,,,13.0,,,,,,,12.0,,6.0,captivity,large,acceptable,,,,,,Birds,Passeriformes
737,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Lonchura,striata,White-rumped munia,,,,,,,,,,12.3,0.21899999999999997,10.0,unknown,medium,acceptable,0.1,2.5,0.21538000000000002,10.3,,Birds,Passeriformes
738,Animalia,Chordata,Aves,Passeriformes,Estrildidae,Taeniopygia,guttata,Zebra finch,60.0,60.0,,,,,,,,12.0,,12.0,unknown,large,acceptable,,,,,314.15,Birds,Passeriformes
739,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Acanthis,flammea,Common redpoll,365.0,365.0,10.0,,5.0,2.0,,1.3,,14.2,,12.2,wild,medium,acceptable,,,0.2888,14.0,,Birds,Passeriformes
740,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Acanthis,hornemanni,Hoary redpoll,365.0,365.0,12.0,,4.0,1.0,,1.3,,19.25,,6.8,wild,medium,acceptable,,,,,,Birds,Passeriformes
741,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Carduelis,carduelis,European goldfinch,365.0,365.0,,,,,,,,16.0,,27.0,unknown,medium,acceptable,,,,,,Birds,Passeriformes
743,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Carpodacus,erythrinus,Common rosefinch,365.0,365.0,,,,,,,,24.0,,9.0,wild,medium,acceptable,,,0.358,21.6,,Birds,Passeriformes
744,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Chloris,chloris,European greenfinch,365.0,365.0,,,,,,,,26.0,,13.6,wild,medium,acceptable,,,,,,Birds,Passeriformes
745,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Chlorodrepanis,stejnegeri,Kauai amakihi,,,14.0,,3.0,,,1.5,,16.65,,9.0,captivity,small,acceptable,,,,,,Birds,Passeriformes
746,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Chlorodrepanis,virens,Hawaii amakihi,,,14.0,,2.5,1.5,,1.5,,13.35,0.368,12.0,wild,medium,acceptable,,,,,,Birds,Passeriformes
747,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Coccothraustes,coccothraustes,Hawfinch,365.0,365.0,,,,,,,,56.6,,12.6,wild,medium,acceptable,,,,,,Birds,Passeriformes
748,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Fringilla,coelebs,Chaffinch,365.0,365.0,,,,,,,,20.7,,29.0,captivity,small,acceptable,,,0.373,21.0,,Birds,Passeriformes
749,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Fringilla,montifringilla,Brambling,365.0,365.0,,,,,,,,23.2,,14.8,wild,medium,acceptable,,,0.38299999999999995,21.0,,Birds,Passeriformes
750,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Haemorhous,cassinii,Cassin's finch,365.0,365.0,13.0,,4.0,1.0,,,,27.5,,7.0,wild,medium,acceptable,,,0.33899999999999997,27.4,,Birds,Passeriformes
751,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Haemorhous,mexicanus,House finch,,,14.0,,4.0,3.0,,,,21.4,,11.6,wild,medium,acceptable,,,0.3108,20.4,,Birds,Passeriformes
752,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Haemorhous,purpureus,Purple finch,365.0,365.0,13.0,,4.0,2.0,,,,25.42,,14.0,wild,medium,acceptable,,,,,,Birds,Passeriformes
753,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Hemignathus,wilsoni,Akiapolaau,365.0,365.0,,,1.0,1.0,,,,28.0,,13.0,wild,medium,acceptable,,,,,,Birds,Passeriformes
754,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Hesperiphona,vespertina,Evening grosbeak,,,13.0,,3.0,1.5,,,,54.9,,17.0,unknown,medium,acceptable,,,0.7294,54.5,,Birds,Passeriformes
755,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Himatione,sanguinea,Apapane,,,13.0,,3.0,1.0,,3.0,,13.4,,11.0,captivity,small,acceptable,,,0.3,13.5,,Birds,Passeriformes
756,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Leucosticte,atrata,Black rosy-finch,365.0,365.0,13.0,,5.0,1.0,,,,24.0,,8.6,wild,medium,acceptable,,,,,,Birds,Passeriformes
758,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Leucosticte,tephrocotis,Gray-crowned rosy-finch,365.0,365.0,14.0,,4.0,2.0,,,,35.7,,6.6,wild,small,acceptable,,,,,,Birds,Passeriformes
759,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Linaria,cannabina,Eurasian linnet,365.0,365.0,,,,,,,,19.5,,9.4,wild,medium,acceptable,,,,,,Birds,Passeriformes
760,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Linaria,flavirostris,Twite,365.0,365.0,,,,,,,,15.4,,6.1,wild,medium,acceptable,,,,,,Birds,Passeriformes
761,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Loxia,curvirostra,Red crossbill,365.0,365.0,13.0,,3.0,2.0,,,,39.5,,16.1,wild,small,acceptable,,,0.607,39.4,,Birds,Passeriformes
763,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Loxioides,bailleui,Palila,365.0,730.0,16.0,,2.0,1.0,,2.0,,37.85,,13.0,wild,medium,acceptable,,,,,,Birds,Passeriformes
764,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Loxops,coccineus,Akepa,365.0,730.0,15.0,,1.5,1.0,,,,10.4,,10.0,wild,medium,acceptable,,,,,,Birds,Passeriformes
765,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Magumma,parva,Anianiau,365.0,365.0,14.0,,3.0,1.0,,1.2,,10.0,,9.5,wild,medium,acceptable,,,,,,Birds,Passeriformes
767,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Palmeria,dolei,Akohekohe or crested honeycreeper,730.0,730.0,17.0,,1.5,2.5,,2.13,,26.2,,9.2,wild,medium,acceptable,,,,,,Birds,Passeriformes
769,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Pinicola,enucleator,Pine grosbeak,365.0,365.0,13.0,,4.0,,,,,65.3,,9.8,wild,small,acceptable,,,,,,Birds,Passeriformes
770,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Pyrrhula,pyrrhula,Eurasian bullfinch,365.0,365.0,,,,,,,,24.4,,17.5,wild,medium,acceptable,,,,,,Birds,Passeriformes
771,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Serinus,canaria,House canary,,,,,,,,,,24.3,,24.0,captivity,medium,acceptable,,,0.23006500000000002,13.3,314.15,Birds,Passeriformes
773,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,pinus,Pine siskin,,,13.0,,3.0,1.0,,1.1,,12.7,,11.0,unknown,medium,acceptable,,,0.3003,14.0,,Birds,Passeriformes
774,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,psaltria,Lesser goldfinch,,,12.0,,4.0,1.0,,,,9.23,,5.7,wild,medium,acceptable,,,,,,Birds,Passeriformes
775,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,spinus,Eurasian siskin,365.0,365.0,,,,,,,,13.2,,13.5,wild,medium,acceptable,,,,,,Birds,Passeriformes
776,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Spinus,tristis,American goldfinch,,,13.0,,5.0,2.0,,1.08,,12.8,,13.0,unknown,medium,acceptable,,,0.4108,13.6,,Birds,Passeriformes
777,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Telespiza,cantans,Laysan finch,,,16.0,,3.0,2.0,,2.92,,33.3,,12.0,captivity,small,acceptable,,,,,,Birds,Passeriformes
778,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Telespiza,ultima,Nihoa finch,,,15.0,,3.0,,,,,24.5,,12.0,wild,medium,acceptable,,,,,,Birds,Passeriformes
781,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Delichon,urbicum,Common house-martin and northern house-martin,365.0,365.0,,,,,,,,14.5,0.354,15.0,wild,medium,acceptable,,,,,,Birds,Passeriformes
782,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Hirundo,rustica,Barn swallow,365.0,365.0,15.0,,6.0,2.0,,2.3,,18.3,0.485,16.0,unknown,medium,acceptable,,,0.3158,18.0,,Birds,Passeriformes
783,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Petrochelidon,fulva,Cave swallow,365.0,,,,4.0,2.0,,,,20.15,,12.2,wild,small,acceptable,,,,,,Birds,Passeriformes
784,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Petrochelidon,pyrrhonota,Cliff swallow,365.0,365.0,14.0,,4.0,1.0,,1.9,,23.24,0.5579999999999999,11.8,wild,large,acceptable,,,,,,Birds,Passeriformes
785,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Progne,subis,Purple martin,365.0,365.0,15.0,,5.0,1.0,,2.8,,45.0,0.384,13.8,wild,medium,acceptable,,,,,,Birds,Passeriformes
786,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Riparia,riparia,Bank swallow,365.0,365.0,15.0,,4.0,,,1.6,,12.7,,10.0,wild,large,acceptable,,,0.2328,13.6,,Birds,Passeriformes
787,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Stelgidopteryx,ruficollis,Southern rough-winged swallow,,,14.0,,6.0,,,,,16.0,0.46,5.9,wild,medium,acceptable,,,,,,Birds,Passeriformes
788,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Stelgidopteryx,serripennis,Northern rough-winged swallow,365.0,365.0,,,,,,,,15.7,,5.9,wild,tiny,acceptable,,,,,,Birds,Passeriformes
789,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Tachycineta,bicolor,Tree swallow,365.0,365.0,14.0,,5.0,1.0,,1.6,,19.0,0.46,12.1,wild,medium,acceptable,,,,,,Birds,Passeriformes
790,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,Tachycineta,thalassina,Violet-green swallow,,,14.0,,4.0,1.0,,1.66,,14.2,0.41200000000000003,9.1,wild,medium,acceptable,,,,,,Birds,Passeriformes
791,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,phoeniceus,Red-winged blackbird,365.0,365.0,12.0,,3.5,1.5,,2.75,,56.7,0.556,20.0,unknown,medium,acceptable,,,,,,Birds,Passeriformes
792,Animalia,Chordata,Aves,Passeriformes,Icteridae,Agelaius,tricolor,Tricolored blackbird,,,11.0,,3.0,2.0,,3.05,,56.5,,13.2,wild,medium,acceptable,,,,,,Birds,Passeriformes
794,Animalia,Chordata,Aves,Passeriformes,Icteridae,Dolichonyx,oryzivorus,Bobolink,365.0,365.0,13.0,,5.0,1.5,,,,35.0,,9.0,wild,medium,acceptable,,,,,,Birds,Passeriformes
795,Animalia,Chordata,Aves,Passeriformes,Icteridae,Euphagus,carolinus,Rusty blackbird,365.0,365.0,14.0,,4.5,1.0,,,,60.8,,8.8,wild,medium,acceptable,,,,,,Birds,Passeriformes
796,Animalia,Chordata,Aves,Passeriformes,Icteridae,Euphagus,cyanocephalus,Brewer's blackbird,365.0,365.0,13.0,,5.0,1.5,,3.7,,64.55,0.469,12.5,wild,medium,acceptable,,,,,,Birds,Passeriformes
797,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,bullockii,Bullock's oriole,365.0,365.0,11.0,,5.0,,,,,36.62,,8.9,wild,medium,acceptable,,,,,,Birds,Passeriformes
798,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,cucullatus,Hooded oriole,,,13.0,,4.0,2.0,,,,24.3,,6.0,wild,medium,acceptable,,,,,,Birds,Passeriformes
799,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,galbula,Baltimore oriole,,,13.0,,4.0,1.0,,2.0,,32.9,,14.0,unknown,medium,acceptable,,,0.5052,37.5,,Birds,Passeriformes
801,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,parisorum,Scott's oriole,,,14.0,,3.0,1.0,,2.0,,36.2,,6.4,wild,medium,acceptable,,,,,,Birds,Passeriformes
803,Animalia,Chordata,Aves,Passeriformes,Icteridae,Icterus,spurius,Orchard oriole,365.0,,13.0,,5.0,1.0,,,,21.0,,17.7,captivity,medium,acceptable,,,,,,Birds,Passeriformes
805,Animalia,Chordata,Aves,Passeriformes,Icteridae,Molothrus,ater,Brown-headed cowbird,365.0,365.0,11.0,,,1.0,,2.22,,38.1,0.5760000000000001,16.9,wild,medium,acceptable,0.45,,0.6315,42.5,,Birds,Passeriformes
808,Animalia,Chordata,Aves,Passeriformes,Icteridae,Quiscalus,quiscula,Common grackle,,,14.0,,5.0,1.0,,5.57,,111.0,,23.1,wild,medium,acceptable,,,,,,Birds,Passeriformes
809,Animalia,Chordata,Aves,Passeriformes,Icteridae,Sturnella,magna,Eastern meadowlark,365.0,365.0,13.0,,5.0,1.0,,5.0,,94.71,,12.6,wild,small,acceptable,,,,,,Birds,Passeriformes
810,Animalia,Chordata,Aves,Passeriformes,Icteridae,Sturnella,neglecta,Western meadowlark,365.0,365.0,14.0,,3.0,2.0,,7.0,,85.0,,10.0,captivity,tiny,acceptable,,,,,,Birds,Passeriformes
811,Animalia,Chordata,Aves,Passeriformes,Icteridae,Xanthocephalus,xanthocephalus,Yellow-headed blackbird,289.0,,12.0,,4.0,1.0,,3.3,,75.75,0.502,18.0,unknown,medium,acceptable,,,,,,Birds,Passeriformes
812,Animalia,Chordata,Aves,Passeriformes,Laniidae,Lanius,collurio,Red-backed shrike,365.0,365.0,,,,,,,,28.4,0.452,10.1,wild,medium,acceptable,,,0.38299999999999995,27.0,,Birds,Passeriformes
813,Animalia,Chordata,Aves,Passeriformes,Laniidae,Lanius,excubitor,Northern shrike,335.0,335.0,,,5.0,1.0,,4.0,,63.5,,12.0,unknown,medium,acceptable,,,0.8161,72.4,,Birds,Passeriformes
